From	To
Q6ZU64	CFAP65
Q7L945	ZNF627
Q8IUR0	TRAPPC5
Q8IYI8	ZNF440
Q8NE01	CNNM3
Q8NEP9	ZNF555
Q8TAI1	TYMSOS
Q96C28	ZNF707
Q96EH5	RPL39L
Q96EH8	NEURL3
Q9BSJ6	PIMREG
Q9BT49	THAP7
Q9BZE7	C22orf23
Q9HCZ1	ZNF334
Q9P015	MRPL15
Q9P2Z0	THAP10
Q9ULM2	ZNF490
Q9Y2Q3	GSTK1
P33241	LSP1
Q86YC2	PALB2
Q9HCU9	BRMS1
O95279	KCNK5
Q96LZ7	RMDN2
Q9H1P3	OSBPL2
P07951	TPM2
P09493	TPM1
P24043	LAMA2
Q14974	KPNB1
Q5SW79	CEP170
Q5VT25	CDC42BPA
Q6QNY1	BLOC1S2
Q7Z406	MYH14
Q8IWE2	FAM114A1
Q9H6L5	RETREG1
Q9UJ41	RABGEF1
O95297	MPZL1
O95319	CELF2
O95342	ABCB11
Q14210	LY6D
Q9UBP9	GULP1
O95359	TACC2
O95361	TRIM16
O95365	ZBTB7A
Q9ULU4	ZMYND8
Q96GD3	SCMH1
O95373	IPO7
P24394	IL4R
P36957	DLST
P48664	SLC1A6
Q712K3	UBE2R2
Q9BWX1	PHF7
Q9HC35	EML4
O95377	GJB5
P10916	MYL2
Q15648	MED1
O95382	MAP3K6
Q9H2H8	PPIL3
O95393	BMP10
Q13530	SERINC3
Q8N5I4	DHRSX
O95396	MOCS3
P36873	PPP1CC
Q2TAY7	SMU1
P12644	BMP4
P15036	ETS2
P35222	CTNNB1
P62140	PPP1CB
Q04637	EIF4G1
Q6P3W7	SCYL2
Q86X76	NIT1
Q8IXI1	RHOT2
Q8N0X7	SPART
Q8TD26	CHD6
Q96RT1	ERBIN
Q9H4A4	RNPEP
V9HW04	HEL-S-80p
O95407	TNFRSF6B
O95411	TIAF1
O95416	SOX14
O95425	SVIL
O95427	PIGN
Q86VR8	FJX1
P25685	DNAJB1
P34931	HSPA1L
P49862	KLK7
Q14627	IL13RA2
Q8IZD4	DCP1B
Q8WXX5	DNAJC9
Q96F86	EDC3
Q9NPI6	DCP1A
Q9NPY3	CD93
Q9UKQ9	KLK9
Q15785	TOMM34
Q9BW92	TARS2
O95436	SLC34A2
O95445	APOM
Q96BK8	C8orf30A
Q99612	KLF6
Q9BTY7	HGH1
O95447	LCA5L
O95450	ADAMTS2
Q8WYR1	PIK3R5
O95453	PARN
O95455	TGDS
O95471	CLDN7
Q93099	HGD
O95475	SIX6
O95477	ABCA1
O95478	NSA2
Q9Y616	IRAK3
O95487	SEC24B
O95490	ADGRL2
O95500	CLDN14
Q9HB21	PLEKHA1
O95503	CBX6
P57087	JAM2
P62491	RAB11A
Q06055	ATP5MC2
Q9BSF0	C2orf88
Q9Y5W8	SNX13
O95561	C1orf105
O95563	MPC2
O95568	METTL18
O96024	B3GALT4
O95571	ETHE1
Q9UI12	ATP6V1H
O95602	POLR1A
O95628	CNOT4
P08648	ITGA5
P11712	CYP2C9
Q7LBR1	CHMP1B
Q8NG27	PJA1
Q96RU2	USP28
Q9BSD7	NTPCR
Q9Y3E7	CHMP3
O95639	CPSF4
P01137	TGFB1
O95670	ATP6V1G2
O95671	ASMTL
P13762	HLA-DRB4
O95684	CEP43
O95685	PPP1R3D
O95714	HERC2
O95715	CXCL14
O95716	RAB3D
Q9Y6Q5	AP1M2
P23763	VAMP1
P63027	VAMP2
Q86Y82	STX12
O95741	CPNE6
Q9UHA4	LAMTOR3
Q8NC24	RELL2
Q6FGU7	RAB7L1
Q6NX45	ZNF774
Q6ZN18	AEBP2
Q7L190	DPPA4
Q92785	DPF2
Q96PV7	FAM193B
Q9C0A6	SETD5
Q9H5V7	IKZF5
Q9HAF1	MEAF6
Q9NVN8	GNL3L
O95760	IL33
O95772	STARD3NL
P19419	ELK1
P37837	TALDO1
P38935	IGHMBP2
P42898	MTHFR
P52209	PGD
P62314	SNRPD1
P83731	RPL24
Q16342	PDCD2
Q86UX7	FERMT3
Q86Y22	COL23A1
Q86YB7	ECHDC2
Q8IU57	IFNLR1
Q8N5J2	MINDY1
Q92681	RSC1A1
Q96AB3	ISOC2
Q96GC5	MRPL48
Q96IJ6	GMPPA
Q9BV44	THUMPD3
Q9H3H5	DPAGT1
Q9P0V9	SEPTIN10
Q9UHA3	RSL24D1
Q9Y597	KCTD3
V9HW01	HEL-S-310
Q9UKK6	NXT1
Q709F0	ACAD11
Q9NZQ9	TMOD4
O95807	TMEM50A
Q8WVR3	TRAPPC14
O95810	CAVIN2
Q9NQ94	A1CF
Q14164	IKBKE
Q15833	STXBP2
Q719I0	AHSA2P
Q96S08	RUVBL
Q86UU1	PHLDB1
Q969T9	WBP2
O95819	MAP4K4
P19634	SLC9A1
Q02156	PRKCE
Q12840	KIF5A
Q16778	H2BC21
Q2KJY2	KIF26B
Q8IX03	WWC1
Q8NC60	NOA1
O95833	CLIC3
O95834	EML2
Q8NHP7	EXD1
O95837	GNA14
O96015	DNAL4
O95848	NUDT14
O95858	TSPAN15
O95859	TSPAN12
O95864	FADS2
Q13188	STK3
O95867	LY6G6C
P00403	MT-CO2
P03901	MT-ND4L
P03905	MT-ND4
P13164	IFITM1
P48201	ATP5MC3
Q15424	SAFB
Q86VR2	RETREG3
Q8TCT9	HM13
Q96KC8	DNAJC1
Q9BVK8	TMEM147
Q9NQ84	GPRC5C
Q9UKJ0	PILRB
O95872	GPANK1
O95873	C6orf47
O95886	DLGAP3
P41567	EIF1
P50502	ST13
Q13243	SRSF5
Q15907	RAB11B
Q6IAV3	SUI1
Q9NPI8	FANCF
O95905	ECD
O95907	SLC16A8
Q9UBS3	DNAJB9
O95931	CBX7
Q9BYG0	B3GNT5
O95954	FTCD
P27658	COL8A1
Q03014	HHEX
Q7Z417	NUFIP2
Q7Z6I8	C5orf24
Q96FE5	LINGO1
O95980	RECK
P32929	CTH
P17544	ATF7
O95985	TOP3B
Q7Z698	SPRED2
Q9UKJ5	CHIC2
P04181	OAT
P13056	NR2C1
P31689	DNAJA1
P51671	CCL11
Q00765	REEP5
Q14469	HES1
Q6RFH5	WDR74
Q8TB96	ITFG1
Q8WXK3	ASB13
Q9H0T7	RAB17
Q9NQW7	XPNPEP1
Q9NX63	CHCHD3
Q9UGJ1	TUBGCP4
Q9UID3	VPS51
P27824	CANX
O95994	AGR2
P12104	FABP2
O95997	PTTG1
Q8WUM9	SLC20A1
Q9BZD6	PRRG4
O96000	NDUFB10
P0DI81	TRAPPC2
P0DI82	TRAPPC2B
P15090	FABP4
P51606	RENBP
Q16385	SSX2
Q16385	SSX2B
Q2TBA0	KLHL40
Q86YR5	GPSM1
Q8TCA0	LRRC20
Q9HCN4	GPN1
Q9Y4P9	SPEF1
O96007	MOCS2
O96011	PEX11B
O96013	PAK4
Q86YP4	GATAD2A
O96014	WNT11
P47872	SCTR
Q5TD97	FHL5
Q86WP2	GPBP1
P05093	CYP17A1
P05114	HMGN1
P16949	STMN1
Q07960	ARHGAP1
Q5JWF2	GNAS
Q8WXS3	BAALC
O96018	APBA3
O96019	ACTL6A
O96020	CCNE2
P63167	DYNLL1
Q6FGH9	DNCL1
P00156	MT-CYB
P00167	CYB5A
P22310	UGT1A4
Q8TAV3	CYP2W1
P63244	RACK1
P00338	LDHA
P07195	LDHB
P05091	ALDH2
P02741	CRP
P02763	ORM1
P02790	HPX
P04004	VTN
P07307	ASGR2
Q7Z4G9	HBXBP
Q99442	SEC62
P00374	DHFR
P00390	GSR
P00395	MT-CO1
P00414	MT-CO3
P00439	PAH
P00450	CP
P00451	F8
Q541A5	ufd1
Q92890	UFD1
Q9H1K1	ISCU
P02743	APCS
Q6I9Y2	THOC7
Q9H6R6	ZDHHC6
V9HWP0	HEL-S-92n
P02765	AHSG
P06865	HEXA
P12018	VPREB1
P15586	GNS
P20774	OGN
P20810	CAST
P21333	FLNA
P23760	PAX3
P28340	POLD1
P30260	CDC27
P31273	HOXC8
P32239	CCKBR
P34820	BMP8B
P42166	TMPO
P42566	EPS15
P43699	NKX2-1
P46013	MKI67
P49450	CENPA
P49916	LIG3
P50851	LRBA
P51587	BRCA2
P52803	EFNA5
P78329	CYP4F2
P78345	RPP38
P78357	CNTNAP1
P98161	PKD1
P98164	LRP2
Q05193	DNM1
Q07890	SOS2
Q08209	PPP3CA
Q12947	FOXF2
Q12979	ABR
Q13023	AKAP6
Q13087	PDIA2
Q13905	RAPGEF1
Q14767	LTBP2
Q15036	SNX17
Q15303	ERBB4
Q7Z408	CSMD2
Q86SG6	NEK8
Q86UR5	RIMS1
Q8IZD9	DOCK3
Q8NFP9	NBEA
Q8WX92	NELFB
Q92664	GTF3A
Q92874	DNASE1L2
Q92918	MAP4K1
Q92988	DLX4
Q96GP6	SCARF2
Q96NS5	ASB16
Q96RL7	VPS13A
Q99259	GAD1
Q9BWW9	APOL5
Q9BXM0	PRX
Q9BYB0	SHANK3
Q9BZM3	GSX2
Q9C0E4	GRIP2
Q9H0X9	OSBPL5
Q9H1R2	DUSP15
Q9HCQ7	NPVF
Q9NQ76	MEPE
Q9NRJ4	TULP4
Q9NUR3	TMEM74B
Q9NZV5	SELENON
Q9UBS5	GABBR1
Q9UHL9	GTF2IRD1
Q9UIF9	BAZ2A
Q9UJT2	TSKS
Q9UJV9	DDX41
Q9UK85	DKKL1
Q9UL51	HCN2
Q9ULD4	BRPF3
Q9UMY4	SNX12
Q9UN72	PCDHA7
Q9UN86	G3BP2
Q9Y2H0	DLGAP4
Q9Y3Q4	HCN4
Q9Y3S1	WNK2
Q9Y5X2	SNX8
Q9Y5Y3	GPR45
Q9Y697	NFS1
P07332	FES
P15498	VAV1
P43405	SYK
P51813	BMX
P98077	SHC2
Q06124	PTPN11
Q13239	SLA
Q6PKX4	DOK6
Q7Z6G8	ANKS1B
Q8TEW6	DOK4
Q8WYP3	RIN2
Q92529	SHC3
Q92870	APBB2
Q9NSE2	CISH
Q9UQQ2	SH2B3
Q9Y490	TLN1
Q96GS4	BORCS6
P00558	PGK1
P00568	AK1
P00734	F2
P00736	C1R
P35558	PCK1
P62913	RPL11
Q9H3D4	TP63
P16403	H1-2
P00746	CFD
P00747	PLG
Q96F07	CYFIP2
P00749	PLAU
Q06187	BTK
P00751	CFB
P00797	REN
Q8N4L8	CCDC24
Q92629	SGCD
P00915	CA1
P56937	HSD17B7
P00918	CA2
Q9H8Y5	ANKZF1
Q9P2K9	DISP3
P02795	MT2A
P01008	SERPINC1
P01009	SERPINA1
P34741	SDC2
V9HW50	ADH1B
P01019	AGT
P20336	RAB3A
P33260	CYP2C18
P57775	FBXW4
Q06418	TYRO3
Q14576	ELAVL3
Q15583	TGIF1
Q6NVH7	SWSAP1
Q6ZW49	PAXIP1
Q7Z348	DKFZp686I24235
Q92599	SEPTIN8
Q92947	GCDH
Q969P0	IGSF8
Q96CN4	EVI5L
Q96FJ0	STAMBPL1
Q96KS0	EGLN2
Q96QH2	PRAM1
Q9BVC4	MLST8
Q9HD89	RETN
Q9NXK8	FBXL12
Q9UBB6	NCDN
Q9Y3B2	EXOSC1
P01024	C3
P01031	C5
P24534	EEF1B2
Q13011	ECH1
P01034	CST3
P01040	CSTA
P15408	FOSL2
P16278	GLB1
P22415	USF1
P61952	GNG11
Q14353	GAMT
Q15853	USF2
Q8N6T3	ARFGAP1
Q9P127	LUZP4
V9HWB2	HEL-S-20
P18283	GPX2
P98172	EFNB1
Q8NG66	NEK11
Q92616	GCN1
Q96HA7	TONSL
P30626	SRI
P60866	RPS20
Q9P212	PLCE1
Q12967	RALGDS
Q9NZL6	RGL1
Q9UI38	PRSS50
P09417	QDPR
P31930	UQCRC1
Q0ZFD6	CYB
Q5VZX0	EDG2
Q7GIM7	COIII
Q92633	LPAR1
Q9BQ39	DDX50
Q9GZT9	EGLN1
Q9H0S4	DDX47
P01127	PDGFB
P01130	LDLR
P41235	HNF4A
P43365	MAGEA12
Q92753	RORB
P01178	OXT
P01185	AVP
P01215	CGA
P01270	PTH
P01303	NPY
P54707	ATP12A
P01344	IGF2
Q9NPI5	NMRK2
P01588	EPO
P08183	ABCB1
P01732	CD8A
P06493	CDK1
P01871	IGHM
P01909	HLA-DQA1
P50613	CDK7
P02008	HBZ
P02042	HBD
P09105	HBQ1
P02458	COL2A1
Q12794	HYAL1
P20807	CAPN3
P02533	KRT14
P02545	LMNA
Q99469	STAC
Q9UII6	DUSP13
P02585	TNNC2
P19429	TNNI3
P22061	PCMT1
P52333	JAK3
Q15388	TOMM20
Q3KQU3	MAP7D1
Q53EL6	PDCD4
Q6DN90	IQSEC1
Q92743	HTRA1
Q96NG5	ZNF558
Q9BSF4	TIMM29
Q9HCJ1	ANKH
Q9NPA3	MID1IP1
Q9Y2H5	PLEKHA6
P02654	APOC1
P02656	APOC3
P02671	FGA
P02675	FGB
P02686	MBP
Q9GZU7	CTDSP1
P28482	MAPK1
Q6Q0C1	SLC25A47
Q96EK6	GNPNAT1
P02746	C1QB
Q9HAV5	EDA2R
P02749	APOH
P02753	RBP4
P02760	AMBP
P10176	COX8A
P30043	BLVRB
V9HWI1	HEL-S-10
P08138	NGFR
P31942	HNRNPH3
P41743	PRKCI
Q15572	TAF1C
Q6P2C8	MED27
Q99436	PSMB7
Q99623	PHB2
Q9H223	EHD4
Q9Y587	AP4S1
P02774	GC
Q9NX55	HYPK
P02775	PPBP
P20827	EFNA1
P61026	RAB10
Q09019	DMWD
Q13794	PMAIP1
Q14061	COX17
Q86TA1	MOB3B
Q8WVM8	SCFD1
Q9H0R6	QRSL1
Q9NW61	PLEKHJ1
Q9NX14	NDUFB11
Q9NX76	CMTM6
P02787	TF
Q13509	TUBB3
Q9UNS1	TIMELESS
Q12852	MAP3K12
Q12962	TAF10
P08590	MYL3
Q13042	CDC16
Q9HB65	ELL3
Q02127	DHODH
P02814	SMR3B
P21291	CSRP1
P33316	DUT
Q9Y6C9	MTCH2
P03886	MT-ND1
Q02878	RPL6
P03891	MT-ND2
P03928	MT-ATP8
P03950	ANG
P60484	PTEN
P03956	MMP1
P03971	AMH
P04003	C4BPA
P11766	ADH5
P20963	CD247
P33552	CKS2
P78560	CRADD
P83916	CBX1
Q8NHV9	RHOXF1
Q9Y603	ETV7
P04040	CAT
P45983	MAPK8
Q99708	RBBP8
P04053	DNTT
P04062	GBA
P04066	FUCA1
P04070	PROC
P05014	IFNA4
P05062	ALDOB
P09972	ALDOC
Q8NCL4	GALNT6
Q9NWV4	CZIB
Q9Y600	CSAD
P04114	APOB
P04141	CSF2
Q96PK6	RBM14
Q9HC78	ZBTB20
P04156	PRNP
P04179	SOD2
Q9HCM3	KIAA1549
Q9HCS2	CYP4F12
P04180	LCAT
Q8N357	SLC35F6
P05452	CLEC3B
P07199	CENPB
P08572	COL4A2
P0DMN0	SULT1A4
P11926	ODC1
P13942	COL11A2
P15880	RPS2
P19883	FST
P26373	RPL13
P29400	COL4A5
P29597	TYK2
P31150	GDI1
P35611	ADD1
P38606	ATP6V1A
P42025	ACTR1B
P43358	MAGEA4
P49815	TSC2
P51805	PLXNA3
P54252	ATXN3
P55084	HADHB
P60510	PPP4C
P62328	TMSB4X
Q13107	USP4
Q15784	NEUROD2
Q1ET61	ST1A5
Q5D0E6	DALRD3
Q6P0Q8	MAST2
Q6P4I2	WDR73
Q6UXD5	SEZ6L2
Q86XA0	METTL23
Q8IV08	PLD3
Q8IVF5	TIAM2
Q8IY18	SMC5
Q8N712	C17orf95
Q8NAA4	ATG16L2
Q8TB40	ABHD4
Q8TF32	ZNF431
Q8WVS4	DYNC2I1
Q8WW35	DYNLT2B
Q96EN9	REX1BD
Q96EW2	HSPBAP1
Q96J01	THOC3
Q96NT0	CCDC115
Q96PQ7	KLHL5
Q9BRP4	PAAF1
Q9BV38	WDR18
Q9BZE1	MRPL37
Q9H324	ADAMTS10
Q9H7Q5	FLJ00012
Q9NPB8	GPCPD1
Q9NV06	DCAF13
Q9NX74	DUS2
Q9NYF0	DACT1
Q9NYR9	NKIRAS2
Q9UHY1	NRBP1
Q9UPQ3	AGAP1
Q9Y265	RUVBL1
Q9Y5U9	IER3IP1
V9HVY1	HEL-S-78p
Q8WTS6	SETD7
P40939	HADHA
P04271	S100B
P23297	S100A1
P25815	S100P
P26447	S100A4
P29034	S100A2
Q92843	BCL2L2
P04278	SHBG
P04279	SEMG1
P04280	PRB1
Q01101	INSM1
Q15012	LAPTM4A
Q68CR1	SEL1L3
Q8WWQ0	PHIP
Q969W0	SPTSSA
Q969X0	RILPL2
Q9P1Y5	CAMSAP3
Q9Y6N7	ROBO1
P18084	ITGB5
P68032	ACTC1
Q16363	LAMA4
Q99650	OSMR
P04424	ASL
P19784	CSNK2A2
P04440	HLA-DPB1
P04554	PRM2
P08133	ANXA6
P16591	FER
P23458	JAK1
P23471	PTPRZ1
P26045	PTPN3
P41252	IARS1
P42680	TEC
P42681	TXK
P51797	CLCN6
Q00341	HDLBP
Q08881	ITK
Q13671	RIN1
Q68CZ2	TNS3
Q6ZV89	SH2D5
Q8N6N2	TTC9B
Q8WV28	BLNK
Q96DR8	MUCL1
Q99704	DOK1
Q9BRG2	SH2D3A
Q9H3H9	TCEAL2
Q9H6Q3	SLA2
Q9NZJ7	MTCH1
Q9P2T1	GMPR2
Q9UKW4	VAV3
Q9Y5J1	UTP18
Q9Y6E0	STK24
Q9C099	LRRCC1
P12429	ANXA3
P13497	BMP1
P17028	ZNF24
P20042	EIF2S2
P55774	CCL18
Q03013	GSTM4
Q14695	KIAA0087
Q15181	PPA1
Q15486	GUSBP1
Q8NA92	THAP8
Q8WWV6	FCAMR
Q96CJ1	EAF2
Q9BQD7	ANTKMT
Q9BWC9	CCDC106
P04733	MT1F
P35813	PPM1A
Q5TA76	LCE3A
P04798	CYP1A1
P04818	TYMS
Q6IA17	SIGIRR
Q92782	DPF1
P06748	NPM1
P68366	TUBA4A
P04920	SLC4A2
P15153	RAC2
P17480	UBTF
Q13085	ACACA
Q13724	MOGS
Q13951	CBFB
Q14151	SAFB2
Q16635	TAFAZZIN
Q53HC0	CCDC92
Q58F09	GCS1
Q6IBS0	TWF2
Q86YV5	PRAG1
Q99685	MGLL
Q9H5Q2	hCG_1723909
Q8N307	MUC20
Q9BYV1	AGXT2
P58753	TIRAP
Q8TAG9	EXOC6
Q9BTU6	PI4K2A
V9HWI5	HEL-S-15
P05089	ARG1
P30038	ALDH4A1
Q6NSW5	DENND10P1
Q8TCE6	DENND10
P12830	CDH1
P56381	ATP5F1E
Q16878	CDO1
Q6NT04	TIGD7
Q86UA6	RPAIN
Q9HBU1	BARX1
Q9UM11	FZR1
P05107	ITGB2
P06702	S100A9
Q14690	PDCD11
Q9H0B6	KLC2
P05111	INHA
Q99624	SLC38A3
P05154	SERPINA5
P05155	SERPING1
P05161	ISG15
P41226	UBA7
P50440	GATM
Q8WWZ7	ABCA5
P05187	ALPP
P05204	HMGN2
P05231	IL6
P05305	EDN1
P05362	ICAM1
P13693	TPT1
P46459	NSF
Q6ZRI6	C15orf39
Q86YJ7	ANKRD13B
P05387	RPLP2
Q8N9T8	KRI1
P05408	SCG5
P0CG48	UBC
P51858	HDGF
P53539	FOSB
Q06481	APLP2
Q10586	DBP
Q8NEZ4	KMT2C
Q8WUY8	NAT14
Q9UK41	VPS28
P31260	HOXA10
P23443	RPS6KB1
P05455	SSB
Q01892	SPIB
P05496	ATP5MC1
P05549	TFAP2A
Q9H4Y5	GSTO2
P05771	PRKCB
Q14094	CCNI
P05813	CRYBA1
P26998	CRYBB3
P53674	CRYBB1
P05814	CSN2
P05976	MYL1
P06028	GYPB
P06132	UROD
Q9UGU5	HMGXB4
P06133	UGT2B4
P06213	INSR
P28827	PTPRM
P29350	PTPN6
Q5VV42	CDKAL1
P10301	RRAS
P16383	GCFC2
P18887	XRCC1
P26951	IL3RA
P31994	FCGR2B
P31995	FCGR2C
P46092	CCR10
P98082	DAB2
Q02846	GUCY2D
Q13796	SHROOM2
Q14118	DAG1
Q14185	DOCK1
Q8IWN7	RP1L1
Q9BXT4	TDRD1
Q9BZJ6	GPR63
Q9UQ26	RIMS2
Q9Y4K4	MAP4K5
P06340	HLA-DOA
P06400	RB1
P52757	CHN2
P06454	PTMA
Q01201	RELB
Q8NB16	MLKL
P06703	S100A6
P06729	CD2
Q01151	CD83
Q13541	EIF4EBP1
Q13542	EIF4EBP2
Q9UKN5	PRDM4
P06731	CEACAM5
Q9BRT2	UQCC2
Q96DX5	ASB9
P07237	P4HB
P52789	HK2
Q05707	COL14A1
Q496Y0	LONRF3
Q8NEA6	GLIS3
Q92966	SNAPC3
Q9UHV7	MED13
Q9Y6Y0	IVNS1ABP
P06734	FCER2
P06737	PYGL
P11216	PYGB
P48735	IDH2
P29144	TPP2
P07919	UQCRH
P31268	HOXA7
P33527	ABCC1
Q03154	ACY1
V9HWA0	HEL-S-5
P15382	KCNE1
Q12931	TRAP1
Q8IZT9	FAM9C
Q9UKI8	TLK1
Q9UKT4	FBXO5
P06850	CRH
P06858	LPL
Q02543	RPL18A
Q9UPT9	USP22
P07093	SERPINE2
P07098	LIPF
P07108	DBI
P68543	UBXN2A
Q96CD2	PPCDC
Q9BPW8	NIPSNAP1
Q9UNZ2	NSFL1C
P07148	FABP1
V9HWB9	HEL-S-133P
P07197	NEFM
P20366	TAC1
P07203	GPX1
P07204	THBD
P07225	PROS1
P07305	H1-0
P07306	ASGR1
Q9UBE8	NLK
P07327	ADH1A
Q16836	HADH
P07333	CSF1R
P07339	CTSD
P07355	ANXA2
P07359	GP1BA
P07360	C8G
P07384	CAPN1
P07437	TUBB
P43356	MAGEA2
P43356	MAGEA2B
Q6IBW4	NCAPH2
P07476	IVL
P07477	PRSS1
P07498	CSN3
P07510	CHRNG
P07550	ADRB2
Q9NYQ6	CELSR1
P07686	HEXB
P07737	PFN1
Q8TDM6	DLG5
P07738	BPGM
P18850	ATF6
P19835	CEL
P51956	NEK3
Q9NZN4	EHD2
P49703	ARL4D
P22694	PRKACB
Q16671	AMHR2
Q5SSJ5	HP1BP3
Q96Q40	CDK15
Q96QS6	PSKH2
Q96S53	TESK2
P07902	GALT
Q93100	PHKB
Q96IZ5	RBM41
P81408	FAM189B
Q96BM9	ARL8A
Q9Y225	RNF24
Q5T6C5	ATXN7L2
Q14457	BECN1
Q8IVP5	FUNDC1
P07948	LYN
P07949	RET
P07954	FH
P11309	PIM1
P07992	ERCC1
P23025	XPA
Q96GJ1	TRMT2B
P07998	RNASE1
P08048	ZFY
Q9Y2W7	KCNIP3
P08134	RHOC
Q93045	STMN2
P08151	GLI1
Q9BPZ7	MAPKAP1
Q9P287	BCCIP
P08195	SLC3A2
P33121	ACSL1
P08236	GUSB
P08651	NFIC
P09619	PDGFRB
P0CI25	TRIM49
P11362	FGFR1
P11801	PSKH1
P14316	IRF2
P14616	INSRR
P17096	HMGA1
P17252	PRKCA
P17658	KCNA6
P19474	TRIM21
P19525	EIF2AK2
P20594	NPR2
P21580	TNFAIP3
P21709	EPHA1
P22460	KCNA5
P24723	PRKCH
P30530	AXL
P31152	MAPK4
P32298	GRK4
P35590	TIE1
P35916	FLT4
P36956	SREBF1
P42685	FRK
P48729	CSNK1A1
P49754	VPS41
P49758	RGS6
P49802	RGS7
P49840	GSK3A
P51812	RPS6KA3
P52630	STAT2
P53667	LIMK1
P53671	LIMK2
P54762	EPHB1
P54764	EPHA4
P56179	DLX6
P80192	MAP3K9
Q04759	PRKCQ
Q08050	FOXM1
Q08380	LGALS3BP
Q13105	ZBTB17
Q13163	MAP2K5
Q13237	PRKG2
Q13546	RIPK1
Q13555	CAMK2G
Q13616	CUL1
Q13617	CUL2
Q13619	CUL4A
Q13620	CUL4B
Q13702	RAPSN
Q13705	ACVR2B
Q14289	PTK2B
Q14318	FKBP8
Q15131	CDK10
Q15139	PRKD1
Q15208	STK38
Q15349	RPS6KA2
Q15569	TESK1
Q15850	urf-ret
Q16288	NTRK3
Q16566	CAMK4
Q16587	ZNF74
Q16620	NTRK2
Q16832	DDR2
Q2M1V0	ISX
Q32MK0	MYLK3
Q53GT1	KLHL22
Q53HC5	KLHL26
Q59H18	TNNI3K
Q5GLZ8	HERC4
Q5T447	HECTD3
Q6J9G0	STYK1
Q6PCD5	RFWD3
Q6VVB1	NHLRC1
Q6ZMZ0	RNF19B
Q6ZN16	MAP3K15
Q6ZSB9	ZBTB49
Q6ZWB6	KCTD8
Q7Z7L1	SLFN11
Q86UP8	GTF2IRD2
Q86UV7	TRIM73
Q86UX6	STK32C
Q86V86	PIM3
Q86YJ5	MARCHF9
Q86YV6	MYLK4
Q8IV38	ANKMY2
Q8IVT5	KSR1
Q8IVU3	HERC6
Q8IYA7	MKX
Q8N165	PDIK1L
Q8N239	KLHL34
Q8N446	ZNF843
Q8N4N3	KLHL36
Q8N568	DCLK2
Q8N5S9	CAMKK1
Q8NCB2	CAMKV
Q8NDN9	RCBTB1
Q8NE63	HIPK4
Q8NEE6	FBXL13
Q8NI29	FBXO27
Q8TD08	MAPK15
Q8TD19	NEK9
Q8TEC5	SH3RF2
Q8TF76	HASPIN
Q8WTQ7	GRK7
Q8WXH6	RAB40A
Q8WXJ9	ASB17
Q8WXR4	MYO3B
Q8WY91	THAP4
Q8WZ60	KLHL6
Q96BR1	SGK3
Q96C12	ARMC5
Q96CT2	KLHL29
Q96J92	WNK4
Q96M94	KLHL15
Q96PF2	TSSK2
Q96QP1	ALPK1
Q96RG2	PASK
Q96RR4	CAMKK2
Q96S38	RPS6KC1
Q96S44	TP53RK
Q96SB4	SRPK1
Q99558	MAP3K14
Q9BQ31	KCNS3
Q9BQ70	TCF25
Q9BQI3	EIF2AK1
Q9BSM1	PCGF1
Q9BXM7	PINK1
Q9C029	TRIM7
Q9H093	NUAK2
Q9H1R3	MYLK2
Q9H2K8	TAOK3
Q9H469	FBXL15
Q9H9C5	DUB1
Q9HCU5	PREB
Q9NP81	SARS2
Q9NVF7	FBXO28
Q9NVX7	KBTBD4
Q9NWN3	FBXO34
Q9NWX5	ASB6
Q9NY57	STK32B
Q9P0U4	CXXC1
Q9P215	POGK
Q9P253	VPS18
Q9P2G3	KLHL14
Q9P2N7	KLHL13
Q9UGR2	ZC3H7B
Q9UH90	FBXO40
Q9UIX4	KCNG1
Q9UJX6	ANAPC2
Q9UK96	FBXO10
Q9UK97	FBXO9
Q9UKB1	FBXW11
Q9UKC9	FBXL2
Q9UKT5	FBXO4
Q9UKT7	FBXL3
Q9UL18	AGO1
Q9UL58	ZNF215
Q9UM07	PADI4
Q9UM73	ALK
Q9UPE1	SRPK3
Q9UPZ9	CILK1
Q9UQ88	CDK11A
Q9UQM7	CAMK2A
Q9Y2E6	DTX4
Q9Y2H1	STK38L
Q9Y463	DYRK1B
Q9Y574	ASB4
Q9Y696	CLIC4
Q9Y6S9	RPS6KL1
P08240	SRPRA
P62906	RPL10A
Q8N2Y8	RUSC2
P08253	MMP2
P08254	MMP3
P08263	GSTA1
Q11201	ST3GAL1
P08311	CTSG
P08319	ADH4
P08397	HMBS
P08559	PDHA1
P08567	PLEK
P08571	CD14
P20333	TNFRSF1B
Q96LZ3	PPP3R2
Q9NP61	ARFGAP3
P10912	GHR
P19235	EPOR
P48357	LEPR
P49023	PXN
Q02763	TEK
Q13224	GRIN2B
Q99569	PKP4
P09661	SNRPA1
Q6S5L8	SHC4
Q96IW2	SHD
Q9ULZ2	STAP1
Q9BSB4	ATG101
Q13972	RASGRF1
P08637	FCGR3A
Q16524	ZNF
Q8WYQ9	ZCCHC14
Q96J77	TPD52L3
Q9BRT6	LLPH
Q9H0I9	TKTL2
P17600	SYN1
P23490	LORICRIN
P41219	PRPH
P60022	DEFB1
Q13263	TRIM28
Q13469	NFATC2
Q5JVS0	HABP4
Q8IYB7	DIS3L2
